# toolchain	target	path	line	column	declaration_context	diagnostic_group	normalized_diagnostic_stem	source_context_hash
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	198	9	func install() throws {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	66e3e1cdcfe50ea0
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	200	22	let result = swl_xdg_wm_base_add_listener(wmBase, callbacks)	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	cfa59ee802ec762e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	209	9	func cancel() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	492d5bb7cee3584f
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	217	9	private static func withOwner(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	13bbdb42b3630d51
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	222	21	package final class XDGSurfaceOwner {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	dbf9ca605a6cfb2e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	226	40	private lazy var listenerStorage = CListenerStorage(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	04953a5a13b94f24
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	233	9	private var callbacks: UnsafeMutablePointer<swl_xdg_surface_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	4a679ad5276c7575
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	243	9	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	23bbd69e59b1849c
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	244	13	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	ff19929e24da6a2a
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	258	9	package func install(on xdgSurface: RawXDGSurface) throws {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	858d38ae3ab83fc7
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	26	9	public func setTitle(_ title: String) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	288f2e3bbf4d4573
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	260	22	let result = swl_xdg_surface_add_listener(xdgSurface.pointer, callbacks)	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	e938be78128e257a
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	27	13	public func setTitle(_ title: String) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	273483f366ef2e8e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	270	9	package func cancel() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	43ced41e91818a49
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	278	9	private static func withOwner(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	16f562c4515f8999
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	283	21	package final class XDGTopLevelOwner {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	06536a74e8c65276
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	288	40	private lazy var listenerStorage = CListenerStorage(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	9988e3e613cb3f1d
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	295	9	private var callbacks: UnsafeMutablePointer<swl_xdg_toplevel_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	72a63a64c86a51aa
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	305	9	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	7d546152d4bd35f1
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	306	13	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	d31f3127daab8aaf
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	311	21	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	5804ab8a80394ca2
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	32	9	public func setAppID(_ appID: String) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	58e53b5732cf6fa7
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	326	9	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	5cf83ba1a68e302f
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	327	13	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	6302cac789eeb50e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	33	13	public func setAppID(_ appID: String) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	0683916265206902
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	335	9	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	1549bc55cb36dfa3
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	336	13	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	e1dcbfbe17425d05
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	344	9	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	4819058ec5bd953c
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	345	13	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	320d9813f8997c20
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	350	21	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	7819e8d9654bc570
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	372	9	package func install(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	0da40c29e0d814ac
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	374	22	let result = swl_xdg_toplevel_add_listener(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	beb7be597028c238
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	389	9	package func cancel() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	7ee36583fb0a8907
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	395	9	private static func uint32Array(from array: UnsafeMutablePointer<wl_array>?)	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	fe6ba8e8c5ceacba
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	403	9	private static func withOwner(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	b32b52f5e3088d50
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	41	9	public func destroy() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	9513fdb6ebc1cbd7
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	49	20	public final class RawXDGSurface {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	feb02499617a2383
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	5	20	public final class RawXDGTopLevel {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	10d1114d494e24d1
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	62	13	private var isDestroyed = false	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	b33875d96d4e20ff
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	64	13	private var isDestroyed = false	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	190acb63d35b9b91
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	72	29	public func getTopLevel() throws -> RawXDGTopLevel {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	b6c5b6c32d0f9c98
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	76	16	public func getTopLevel() throws -> RawXDGTopLevel {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	d1bfd0c35bad414c
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	80	9	public func ackConfigure(serial: UInt32) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	b8f9e18229fbe2c7
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	87	9	public func destroy() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	630f0a4c5b414c62
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	95	20	public final class RawXDGWMBase {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	11eb4079699a3b4b
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	15	9	private var callbacks: UnsafeMutablePointer<swl_registry_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	96c5ce25f76a5ffb
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	25	9	private var callbacks: UnsafeMutablePointer<swl_registry_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	d7057563f4089661
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	26	23	private var callbacks: UnsafeMutablePointer<swl_registry_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	0bff93caf48809f5
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	29	13	private var callbacks: UnsafeMutablePointer<swl_registry_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	6448dda73d07859a
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	33	17	private var callbacks: UnsafeMutablePointer<swl_registry_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	c7a87b50092c4169
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	4	13	final class RegistryListenerOwner {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	d6149734dc62fe96
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	41	9	private var callbacks: UnsafeMutablePointer<swl_registry_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	c039c9213a33fae2
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	42	13	private var callbacks: UnsafeMutablePointer<swl_registry_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	22e968a1c6f81d34
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	53	9	func install(on registry: OpaquePointer) throws {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	c64facb787b93ba8
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	55	22	let result = swl_registry_add_listener(registry, callbacks)	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	d737b5684101e3d6
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	62	9	func cancel() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	038ac5a77280d5c0
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	71	9	private static func withOwner(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	fee626d6356af47e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RegistryListenerOwner.swift	8	40	private lazy var listenerStorage = CListenerStorage(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	1b5fcd40caa9cf39
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RuntimeError.swift	37	21	let error = wl_display_get_error(display)	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	6e75384d891d589c
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RuntimeError.swift	40	27	var details = swl_protocol_error_details(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	ff7caeaf86442743
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RuntimeError.swift	45	17	var details = swl_protocol_error_details(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f053b0651ef30f7e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RuntimeError.swift	47	20	var details = swl_protocol_error_details(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	d4e3435621dfd3cf
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RuntimeError.swift	48	61	var details = swl_protocol_error_details(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	7160854a3433175d
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RuntimeError.swift	49	27	var details = swl_protocol_error_details(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	49c65fc77d5edf48
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RuntimeError.swift	50	23	var details = swl_protocol_error_details(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	3a58a2e2bde0e5b0
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/SeatRegistry.swift	20	9	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	41552f2ef0b6ee0f
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/SeatRegistry.swift	3	21	package final class SeatRegistry {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	db28ace185a3813c
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/SeatRegistry.swift	50	16	package func setPointerCursor(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	0049ebe25bb53934
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/SeatRegistry.swift	77	33	let negotiated = min(advertisedVersion, SupportedVersions.wlSeat)	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f2e693d664a85947
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/SeatRegistry.swift	81	20	let seat = try RawSeat(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	c830e8f95fde23c9
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	10	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	5c0fe629f93be220
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	11	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	5b2da1d8e90afb98
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	12	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	bfc27a8fea28a089
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	13	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	0b2f2f354eee55bb
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	14	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f682f4c846f42c50
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	16	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	e936ca97cf6a3309
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	17	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	4414343aa279388e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	18	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f6fc8f7e3ec223fd
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	19	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	9012045a47c51634
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	21	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	9c6fee3be6d26ff1
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	22	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	d42b5f777252425d
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	23	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	75928e2ae226ad21
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	24	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	9ef17549dc54f396
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	25	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	1e83c0f27d9fd8dd
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	26	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	9b20a33515a1f98a
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	27	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	35e5e76c9a923ac0
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	28	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	51c2ff77ecc283b6
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	29	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	efcb2b6f0da4d26b
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	30	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f0ff6c96219f78c7
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	32	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	5f4fb02232857394
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	33	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	21d6f6730b059748
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	34	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	5ad546ebdeb9bc7b
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	35	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	5bab417ac3a39b0c
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	36	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	88594d1fa290a9f4
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	37	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	e3594c3302d76059
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	39	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f89f2f136a395a2d
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	40	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	dce1ea2f6eba5b4a
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	41	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	ace6d440175dc529
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	42	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	363815baf04c29e5
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	43	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	0ed9a12ff3b4f4d9
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	44	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	4e5dbb16b96a3136
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	45	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	876f47e954bf2ea2
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	46	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	3941d27e8a765564
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	47	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	ebeb5b99917290c9
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	48	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	8f22322056222839
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	49	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	b9a7e2e6708338ff
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	5	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	ded5d509dbe3eb99
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	50	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	2ded388f0ab979bb
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	51	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	4454f45b54f052a4
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	52	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	90d1874acd1866d0
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	53	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	dbf087ec747b4bd4
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	55	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	121f0d9b66c8da5d
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	56	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	5765e6e8ac8eab48
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	57	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	90b8fd0b23ae494a
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	58	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	6d33befc92c3a2e9
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	59	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	de03ec21d6f92bd7
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	6	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	84038bcf380a8fcb
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	60	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	e8eb15b3d5a5fc31
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	61	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	06c14f4c4ec0a868
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	62	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	3913d8f333d9fc6b
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/ShimSmokeCheck.swift	63	13	static func verify() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	50d9226bbe9b7aab
